Date,Open,High,Low,Close,Adj Close,Volume
1928/5/23,19.75 ,19.75 ,19.75 ,19.75 ,19.75 ,-
1928/5/24,19.87 ,19.87 ,19.87 ,19.87 ,19.87 ,-
1928/5/25,19.90 ,19.90 ,19.90 ,19.90 ,19.90 ,-
1928/5/28,19.57 ,19.57 ,19.57 ,19.57 ,19.57 ,-
1928/5/29,19.82 ,19.82 ,19.82 ,19.82 ,19.82 ,-
1928/5/31,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,-
1928/6/1,20.07 ,20.07 ,20.07 ,20.07 ,20.07 ,-
1928/6/4,19.80 ,19.80 ,19.80 ,19.80 ,19.80 ,-
1928/6/5,19.85 ,19.85 ,19.85 ,19.85 ,19.85 ,-
1928/6/6,19.66 ,19.66 ,19.66 ,19.66 ,19.66 ,-
1928/6/7,19.61 ,19.61 ,19.61 ,19.61 ,19.61 ,-
1928/6/8,19.37 ,19.37 ,19.37 ,19.37 ,19.37 ,-
1928/6/11,18.68 ,18.68 ,18.68 ,18.68 ,18.68 ,-
1928/6/12,18.34 ,18.34 ,18.34 ,18.34 ,18.34 ,-
1928/6/13,18.89 ,18.89 ,18.89 ,18.89 ,18.89 ,-
1928/6/14,19.05 ,19.05 ,19.05 ,19.05 ,19.05 ,-
1928/6/15,18.74 ,18.74 ,18.74 ,18.74 ,18.74 ,-
1928/6/18,18.40 ,18.40 ,18.40 ,18.40 ,18.40 ,-
1928/6/19,18.34 ,18.34 ,18.34 ,18.34 ,18.34 ,-
1928/6/20,18.57 ,18.57 ,18.57 ,18.57 ,18.57 ,-
1928/6/21,18.56 ,18.56 ,18.56 ,18.56 ,18.56 ,-
1928/6/22,18.54 ,18.54 ,18.54 ,18.54 ,18.54 ,-
1928/6/25,18.47 ,18.47 ,18.47 ,18.47 ,18.47 ,-
1928/6/26,18.68 ,18.68 ,18.68 ,18.68 ,18.68 ,-
1928/6/27,18.86 ,18.86 ,18.86 ,18.86 ,18.86 ,-
1928/6/28,19.07 ,19.07 ,19.07 ,19.07 ,19.07 ,-
1928/6/29,19.14 ,19.14 ,19.14 ,19.14 ,19.14 ,-
1928/7/2,18.98 ,18.98 ,18.98 ,18.98 ,18.98 ,-
1928/7/3,19.29 ,19.29 ,19.29 ,19.29 ,19.29 ,-
1928/7/5,19.48 ,19.48 ,19.48 ,19.48 ,19.48 ,-
1928/7/6,19.39 ,19.39 ,19.39 ,19.39 ,19.39 ,-
1928/7/9,19.46 ,19.46 ,19.46 ,19.46 ,19.46 ,-
1928/7/10,19.43 ,19.43 ,19.43 ,19.43 ,19.43 ,-
1928/7/11,18.95 ,18.95 ,18.95 ,18.95 ,18.95 ,-
1928/7/12,18.81 ,18.81 ,18.81 ,18.81 ,18.81 ,-
1928/7/13,18.96 ,18.96 ,18.96 ,18.96 ,18.96 ,-
1928/7/16,18.70 ,18.70 ,18.70 ,18.70 ,18.70 ,-
1928/7/17,18.80 ,18.80 ,18.80 ,18.80 ,18.80 ,-
1928/7/18,19.03 ,19.03 ,19.03 ,19.03 ,19.03 ,-
1928/7/19,18.99 ,18.99 ,18.99 ,18.99 ,18.99 ,-
1928/7/20,19.03 ,19.03 ,19.03 ,19.03 ,19.03 ,-
1928/7/23,19.12 ,19.12 ,19.12 ,19.12 ,19.12 ,-
1928/7/24,19.09 ,19.09 ,19.09 ,19.09 ,19.09 ,-
1928/7/25,19.20 ,19.20 ,19.20 ,19.20 ,19.20 ,-
1928/7/26,19.24 ,19.24 ,19.24 ,19.24 ,19.24 ,-
1928/7/27,19.42 ,19.42 ,19.42 ,19.42 ,19.42 ,-
1928/7/30,19.47 ,19.47 ,19.47 ,19.47 ,19.47 ,-
1928/7/31,19.43 ,19.43 ,19.43 ,19.43 ,19.43 ,-
1928/8/1,19.42 ,19.42 ,19.42 ,19.42 ,19.42 ,-
1928/8/2,19.33 ,19.33 ,19.33 ,19.33 ,19.33 ,-
1928/8/3,19.36 ,19.36 ,19.36 ,19.36 ,19.36 ,-
1928/8/6,19.58 ,19.58 ,19.58 ,19.58 ,19.58 ,-
1928/8/7,19.49 ,19.49 ,19.49 ,19.49 ,19.49 ,-
1928/8/8,19.25 ,19.25 ,19.25 ,19.25 ,19.25 ,-
1928/8/9,19.30 ,19.30 ,19.30 ,19.30 ,19.30 ,-
1928/8/10,19.25 ,19.25 ,19.25 ,19.25 ,19.25 ,-
1928/8/13,19.29 ,19.29 ,19.29 ,19.29 ,19.29 ,-
1928/8/14,19.13 ,19.13 ,19.13 ,19.13 ,19.13 ,-
1928/8/15,19.47 ,19.47 ,19.47 ,19.47 ,19.47 ,-
1928/8/16,19.61 ,19.61 ,19.61 ,19.61 ,19.61 ,-
1928/8/17,19.64 ,19.64 ,19.64 ,19.64 ,19.64 ,-
1928/8/20,19.77 ,19.77 ,19.77 ,19.77 ,19.77 ,-
1928/8/21,20.02 ,20.02 ,20.02 ,20.02 ,20.02 ,-
1928/8/22,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,-
1928/8/23,20.02 ,20.02 ,20.02 ,20.02 ,20.02 ,-
1928/8/24,20.34 ,20.34 ,20.34 ,20.34 ,20.34 ,-
1928/8/27,20.38 ,20.38 ,20.38 ,20.38 ,20.38 ,-
1928/8/28,20.54 ,20.54 ,20.54 ,20.54 ,20.54 ,-
1928/8/29,20.58 ,20.58 ,20.58 ,20.58 ,20.58 ,-
1928/8/30,20.61 ,20.61 ,20.61 ,20.61 ,20.61 ,-
1928/8/31,20.87 ,20.87 ,20.87 ,20.87 ,20.87 ,-
1928/9/4,20.97 ,20.97 ,20.97 ,20.97 ,20.97 ,-
1928/9/5,21.07 ,21.07 ,21.07 ,21.07 ,21.07 ,-
1928/9/6,20.94 ,20.94 ,20.94 ,20.94 ,20.94 ,-
1928/9/7,21.09 ,21.09 ,21.09 ,21.09 ,21.09 ,-
1928/9/10,20.92 ,20.92 ,20.92 ,20.92 ,20.92 ,-
1928/9/11,21.08 ,21.08 ,21.08 ,21.08 ,21.08 ,-
1928/9/12,21.16 ,21.16 ,21.16 ,21.16 ,21.16 ,-
1928/9/13,21.14 ,21.14 ,21.14 ,21.14 ,21.14 ,-
1928/9/14,21.14 ,21.14 ,21.14 ,21.14 ,21.14 ,-
1928/9/17,21.33 ,21.33 ,21.33 ,21.33 ,21.33 ,-
1928/9/18,21.18 ,21.18 ,21.18 ,21.18 ,21.18 ,-
1928/9/19,21.18 ,21.18 ,21.18 ,21.18 ,21.18 ,-
1928/9/20,21.22 ,21.22 ,21.22 ,21.22 ,21.22 ,-
1928/9/21,21.36 ,21.36 ,21.36 ,21.36 ,21.36 ,-
1928/9/24,21.43 ,21.43 ,21.43 ,21.43 ,21.43 ,-
1928/9/25,21.41 ,21.41 ,21.41 ,21.41 ,21.41 ,-
1928/9/26,21.40 ,21.40 ,21.40 ,21.40 ,21.40 ,-
1928/9/27,21.13 ,21.13 ,21.13 ,21.13 ,21.13 ,-
1928/9/28,21.14 ,21.14 ,21.14 ,21.14 ,21.14 ,-
1928/10/1,21.36 ,21.36 ,21.36 ,21.36 ,21.36 ,-
1928/10/2,21.26 ,21.26 ,21.26 ,21.26 ,21.26 ,-
1928/10/3,21.19 ,21.19 ,21.19 ,21.19 ,21.19 ,-
1928/10/4,21.26 ,21.26 ,21.26 ,21.26 ,21.26 ,-
1928/10/5,21.22 ,21.22 ,21.22 ,21.22 ,21.22 ,-
1928/10/8,21.11 ,21.11 ,21.11 ,21.11 ,21.11 ,-
1928/10/9,21.18 ,21.18 ,21.18 ,21.18 ,21.18 ,-
1928/10/10,21.41 ,21.41 ,21.41 ,21.41 ,21.41 ,-
1928/10/11,21.51 ,21.51 ,21.51 ,21.51 ,21.51 ,-
1928/10/15,21.65 ,21.65 ,21.65 ,21.65 ,21.65 ,-
1928/10/16,21.72 ,21.72 ,21.72 ,21.72 ,21.72 ,-
1928/10/17,21.79 ,21.79 ,21.79 ,21.79 ,21.79 ,-
1928/10/18,21.84 ,21.84 ,21.84 ,21.84 ,21.84 ,-
1928/10/19,21.96 ,21.96 ,21.96 ,21.96 ,21.96 ,-
1928/10/22,21.81 ,21.81 ,21.81 ,21.81 ,21.81 ,-
1928/10/23,21.95 ,21.95 ,21.95 ,21.95 ,21.95 ,-
1928/10/24,21.99 ,21.99 ,21.99 ,21.99 ,21.99 ,-
1928/10/25,21.91 ,21.91 ,21.91 ,21.91 ,21.91 ,-
1928/10/26,21.65 ,21.65 ,21.65 ,21.65 ,21.65 ,-
1928/10/29,22.00 ,22.00 ,22.00 ,22.00 ,22.00 ,-
1928/10/30,21.76 ,21.76 ,21.76 ,21.76 ,21.76 ,-
1928/10/31,21.68 ,21.68 ,21.68 ,21.68 ,21.68 ,-
1928/11/1,21.99 ,21.99 ,21.99 ,21.99 ,21.99 ,-
1928/11/2,21.95 ,21.95 ,21.95 ,21.95 ,21.95 ,-
1928/11/5,22.24 ,22.24 ,22.24 ,22.24 ,22.24 ,-
1928/11/7,22.24 ,22.24 ,22.24 ,22.24 ,22.24 ,-
1928/11/8,22.39 ,22.39 ,22.39 ,22.39 ,22.39 ,-
1928/11/9,22.55 ,22.55 ,22.55 ,22.55 ,22.55 ,-
1928/11/12,22.84 ,22.84 ,22.84 ,22.84 ,22.84 ,-
1928/11/13,22.91 ,22.91 ,22.91 ,22.91 ,22.91 ,-
1928/11/14,22.91 ,22.91 ,22.91 ,22.91 ,22.91 ,-
1928/11/15,23.03 ,23.03 ,23.03 ,23.03 ,23.03 ,-
1928/11/16,23.37 ,23.37 ,23.37 ,23.37 ,23.37 ,-
1928/11/19,23.37 ,23.37 ,23.37 ,23.37 ,23.37 ,-
1928/11/20,23.57 ,23.57 ,23.57 ,23.57 ,23.57 ,-
1928/11/21,23.22 ,23.22 ,23.22 ,23.22 ,23.22 ,-
1928/11/22,23.52 ,23.52 ,23.52 ,23.52 ,23.52 ,-
1928/11/23,23.70 ,23.70 ,23.70 ,23.70 ,23.70 ,-
1928/11/26,23.80 ,23.80 ,23.80 ,23.80 ,23.80 ,-
1928/11/27,23.91 ,23.91 ,23.91 ,23.91 ,23.91 ,-
1928/11/28,24.19 ,24.19 ,24.19 ,24.19 ,24.19 ,-
1928/11/30,24.28 ,24.28 ,24.28 ,24.28 ,24.28 ,-
1928/12/3,23.85 ,23.85 ,23.85 ,23.85 ,23.85 ,-
1928/12/4,23.91 ,23.91 ,23.91 ,23.91 ,23.91 ,-
1928/12/5,23.81 ,23.81 ,23.81 ,23.81 ,23.81 ,-
1928/12/6,22.91 ,22.91 ,22.91 ,22.91 ,22.91 ,-
1928/12/7,22.36 ,22.36 ,22.36 ,22.36 ,22.36 ,-
1928/12/10,22.31 ,22.31 ,22.31 ,22.31 ,22.31 ,-
1928/12/11,22.74 ,22.74 ,22.74 ,22.74 ,22.74 ,-
1928/12/12,22.52 ,22.52 ,22.52 ,22.52 ,22.52 ,-
1928/12/13,22.48 ,22.48 ,22.48 ,22.48 ,22.48 ,-
1928/12/14,22.53 ,22.53 ,22.53 ,22.53 ,22.53 ,-
1928/12/17,22.44 ,22.44 ,22.44 ,22.44 ,22.44 ,-
1928/12/18,22.70 ,22.70 ,22.70 ,22.70 ,22.70 ,-
1928/12/19,22.98 ,22.98 ,22.98 ,22.98 ,22.98 ,-
1928/12/20,23.07 ,23.07 ,23.07 ,23.07 ,23.07 ,-
1928/12/21,23.33 ,23.33 ,23.33 ,23.33 ,23.33 ,-
1928/12/24,23.54 ,23.54 ,23.54 ,23.54 ,23.54 ,-
1928/12/26,23.44 ,23.44 ,23.44 ,23.44 ,23.44 ,-
1928/12/27,23.64 ,23.64 ,23.64 ,23.64 ,23.64 ,-
1928/12/28,23.98 ,23.98 ,23.98 ,23.98 ,23.98 ,-
1928/12/31,24.35 ,24.35 ,24.35 ,24.35 ,24.35 ,-
1929/1/2,24.81 ,24.81 ,24.81 ,24.81 ,24.81 ,-
1929/1/3,24.86 ,24.86 ,24.86 ,24.86 ,24.86 ,-
1929/1/4,24.85 ,24.85 ,24.85 ,24.85 ,24.85 ,-
1929/1/7,24.25 ,24.25 ,24.25 ,24.25 ,24.25 ,-
1929/1/8,24.17 ,24.17 ,24.17 ,24.17 ,24.17 ,-
1929/1/9,24.54 ,24.54 ,24.54 ,24.54 ,24.54 ,-
1929/1/10,24.58 ,24.58 ,24.58 ,24.58 ,24.58 ,-
1929/1/11,24.54 ,24.54 ,24.54 ,24.54 ,24.54 ,-
1929/1/14,24.59 ,24.59 ,24.59 ,24.59 ,24.59 ,-
1929/1/15,24.23 ,24.23 ,24.23 ,24.23 ,24.23 ,-
1929/1/16,24.56 ,24.56 ,24.56 ,24.56 ,24.56 ,-
1929/1/17,24.69 ,24.69 ,24.69 ,24.69 ,24.69 ,-
1929/1/18,24.77 ,24.77 ,24.77 ,24.77 ,24.77 ,-
1929/1/21,24.86 ,24.86 ,24.86 ,24.86 ,24.86 ,-
1929/1/22,25.07 ,25.07 ,25.07 ,25.07 ,25.07 ,-
1929/1/23,25.22 ,25.22 ,25.22 ,25.22 ,25.22 ,-
1929/1/24,25.06 ,25.06 ,25.06 ,25.06 ,25.06 ,-
1929/1/25,25.48 ,25.48 ,25.48 ,25.48 ,25.48 ,-
1929/1/28,25.35 ,25.35 ,25.35 ,25.35 ,25.35 ,-
1929/1/29,25.36 ,25.36 ,25.36 ,25.36 ,25.36 ,-
1929/1/30,25.45 ,25.45 ,25.45 ,25.45 ,25.45 ,-
1929/1/31,25.74 ,25.74 ,25.74 ,25.74 ,25.74 ,-
1929/2/1,25.84 ,25.84 ,25.84 ,25.84 ,25.84 ,-
1929/2/4,25.64 ,25.64 ,25.64 ,25.64 ,25.64 ,-
1929/2/5,25.70 ,25.70 ,25.70 ,25.70 ,25.70 ,-
1929/2/6,25.49 ,25.49 ,25.49 ,25.49 ,25.49 ,-
1929/2/7,24.71 ,24.71 ,24.71 ,24.71 ,24.71 ,-
1929/2/8,24.44 ,24.44 ,24.44 ,24.44 ,24.44 ,-
1929/2/11,24.98 ,24.98 ,24.98 ,24.98 ,24.98 ,-
1929/2/13,24.95 ,24.95 ,24.95 ,24.95 ,24.95 ,-
1929/2/14,24.85 ,24.85 ,24.85 ,24.85 ,24.85 ,-
1929/2/15,24.35 ,24.35 ,24.35 ,24.35 ,24.35 ,-
1929/2/18,24.39 ,24.39 ,24.39 ,24.39 ,24.39 ,-
1929/2/19,24.38 ,24.38 ,24.38 ,24.38 ,24.38 ,-
1929/2/20,24.59 ,24.59 ,24.59 ,24.59 ,24.59 ,-
1929/2/21,24.86 ,24.86 ,24.86 ,24.86 ,24.86 ,-
1929/2/25,24.91 ,24.91 ,24.91 ,24.91 ,24.91 ,-
1929/2/26,24.95 ,24.95 ,24.95 ,24.95 ,24.95 ,-
1929/2/27,25.25 ,25.25 ,25.25 ,25.25 ,25.25 ,-
1929/2/28,25.59 ,25.59 ,25.59 ,25.59 ,25.59 ,-
1929/3/1,25.83 ,25.83 ,25.83 ,25.83 ,25.83 ,-
1929/3/4,25.49 ,25.49 ,25.49 ,25.49 ,25.49 ,-
1929/3/5,25.32 ,25.32 ,25.32 ,25.32 ,25.32 ,-
1929/3/6,24.92 ,24.92 ,24.92 ,24.92 ,24.92 ,-
1929/3/7,25.15 ,25.15 ,25.15 ,25.15 ,25.15 ,-
1929/3/8,25.31 ,25.31 ,25.31 ,25.31 ,25.31 ,-
1929/3/11,24.95 ,24.95 ,24.95 ,24.95 ,24.95 ,-
1929/3/12,24.97 ,24.97 ,24.97 ,24.97 ,24.97 ,-
1929/3/13,25.24 ,25.24 ,25.24 ,25.24 ,25.24 ,-
1929/3/14,25.73 ,25.73 ,25.73 ,25.73 ,25.73 ,-
1929/3/15,26.08 ,26.08 ,26.08 ,26.08 ,26.08 ,-
1929/3/18,26.04 ,26.04 ,26.04 ,26.04 ,26.04 ,-
1929/3/19,26.03 ,26.03 ,26.03 ,26.03 ,26.03 ,-
1929/3/20,26.02 ,26.02 ,26.02 ,26.02 ,26.02 ,-
1929/3/21,25.90 ,25.90 ,25.90 ,25.90 ,25.90 ,-
1929/3/22,25.55 ,25.55 ,25.55 ,25.55 ,25.55 ,-
1929/3/25,24.51 ,24.51 ,24.51 ,24.51 ,24.51 ,-
1929/3/26,24.35 ,24.35 ,24.35 ,24.35 ,24.35 ,-
1929/3/27,25.09 ,25.09 ,25.09 ,25.09 ,25.09 ,-
1929/3/28,25.53 ,25.53 ,25.53 ,25.53 ,25.53 ,-
1929/4/1,24.88 ,24.88 ,24.88 ,24.88 ,24.88 ,-
1929/4/2,25.17 ,25.17 ,25.17 ,25.17 ,25.17 ,-
1929/4/3,24.86 ,24.86 ,24.86 ,24.86 ,24.86 ,-
1929/4/4,25.30 ,25.30 ,25.30 ,25.30 ,25.30 ,-
1929/4/5,25.05 ,25.05 ,25.05 ,25.05 ,25.05 ,-
1929/4/8,24.83 ,24.83 ,24.83 ,24.83 ,24.83 ,-
1929/4/9,24.63 ,24.63 ,24.63 ,24.63 ,24.63 ,-
1929/4/10,24.78 ,24.78 ,24.78 ,24.78 ,24.78 ,-
1929/4/11,25.06 ,25.06 ,25.06 ,25.06 ,25.06 ,-
1929/4/12,25.15 ,25.15 ,25.15 ,25.15 ,25.15 ,-
1929/4/15,25.00 ,25.00 ,25.00 ,25.00 ,25.00 ,-
1929/4/16,25.06 ,25.06 ,25.06 ,25.06 ,25.06 ,-
1929/4/17,25.32 ,25.32 ,25.32 ,25.32 ,25.32 ,-
1929/4/18,25.43 ,25.43 ,25.43 ,25.43 ,25.43 ,-
1929/4/19,25.41 ,25.41 ,25.41 ,25.41 ,25.41 ,-
1929/4/22,25.70 ,25.70 ,25.70 ,25.70 ,25.70 ,-
1929/4/23,25.85 ,25.85 ,25.85 ,25.85 ,25.85 ,-
1929/4/24,25.75 ,25.75 ,25.75 ,25.75 ,25.75 ,-
1929/4/25,25.63 ,25.63 ,25.63 ,25.63 ,25.63 ,-
1929/4/26,25.58 ,25.58 ,25.58 ,25.58 ,25.58 ,-
1929/4/29,25.53 ,25.53 ,25.53 ,25.53 ,25.53 ,-
1929/4/30,25.94 ,25.94 ,25.94 ,25.94 ,25.94 ,-
1929/5/1,25.99 ,25.99 ,25.99 ,25.99 ,25.99 ,-
1929/5/2,26.11 ,26.11 ,26.11 ,26.11 ,26.11 ,-
1929/5/3,26.37 ,26.37 ,26.37 ,26.37 ,26.37 ,-
1929/5/6,26.32 ,26.32 ,26.32 ,26.32 ,26.32 ,-
1929/5/7,26.07 ,26.07 ,26.07 ,26.07 ,26.07 ,-
1929/5/8,26.18 ,26.18 ,26.18 ,26.18 ,26.18 ,-
1929/5/9,26.02 ,26.02 ,26.02 ,26.02 ,26.02 ,-
1929/5/10,26.34 ,26.34 ,26.34 ,26.34 ,26.34 ,-
1929/5/13,25.64 ,25.64 ,25.64 ,25.64 ,25.64 ,-
1929/5/14,25.95 ,25.95 ,25.95 ,25.95 ,25.95 ,-
1929/5/15,25.84 ,25.84 ,25.84 ,25.84 ,25.84 ,-
1929/5/16,25.97 ,25.97 ,25.97 ,25.97 ,25.97 ,-
1929/5/17,26.09 ,26.09 ,26.09 ,26.09 ,26.09 ,-
1929/5/20,25.39 ,25.39 ,25.39 ,25.39 ,25.39 ,-
1929/5/21,25.70 ,25.70 ,25.70 ,25.70 ,25.70 ,-
1929/5/22,24.76 ,24.76 ,24.76 ,24.76 ,24.76 ,-
1929/5/23,25.31 ,25.31 ,25.31 ,25.31 ,25.31 ,-
1929/5/24,25.12 ,25.12 ,25.12 ,25.12 ,25.12 ,-
1929/5/27,24.20 ,24.20 ,24.20 ,24.20 ,24.20 ,-
1929/5/28,24.59 ,24.59 ,24.59 ,24.59 ,24.59 ,-
1929/5/29,24.62 ,24.62 ,24.62 ,24.62 ,24.62 ,-
1929/5/31,24.83 ,24.83 ,24.83 ,24.83 ,24.83 ,-
1929/6/3,25.27 ,25.27 ,25.27 ,25.27 ,25.27 ,-
1929/6/4,25.64 ,25.64 ,25.64 ,25.64 ,25.64 ,-
1929/6/5,25.59 ,25.59 ,25.59 ,25.59 ,25.59 ,-
